m, repeat_after, max_value, most_common_tail_value, cycle_length, cycle_max, cycle_min, distinct_tail_values
978, 2008237196, 14788, 6214, 979, 6218, 6192, 3
979, 448654206, 13986, 8822, 1965, 8830, 8786, 11
980, 4142366297, 14774, 6234, 981, 6238, 6210, 4
981, 928995096, 14917, 5158, 982, 5158, 5130, 5
982, 580916887, 14483, 6234, 983, 6238, 6210, 4
983, 1395856364, 14126, 6214, 984, 6218, 6192, 3
984, 2764500902, 14538, 8822, 986, 8828, 8806, 7
985, 165030606, 14086, 6234, 986, 6238, 6210, 4
986, 4151469238, 14738, 6234, 987, 6238, 6210, 4
987, 81572743, 13945, 6234, 988, 6238, 6210, 4
988, 996090428, 14459, 6234, 989, 6238, 6210, 4
989, 663776041, 14542, 8822, 1985, 8830, 8786, 11
990, 870476334, 14886, 6238, 991, 6238, 6210, 4
991, 1280522653, 14451, 8822, 1990, 8830, 8786, 11
992, None, None, None, None, None, None, None
993, 515520571, 15076, 6234, 994, 6238, 6210, 4
994, 1984197257, 14431, 6214, 995, 6218, 6192, 3
995, 2613319303, 14730, 8826, 1997, 8830, 8786, 11
996, 6376078297, 14914, 8826, 1999, 8830, 8786, 11
997, 3397801750, 15298, 8822, 999, 8828, 8806, 7
998, 3611127363, 15021, 8822, 1000, 8828, 8806, 7
999, 724288648, 14298, 8826, 2005, 8830, 8786, 11
1000, 4321033596, 14954, 6234, 1001, 6238, 6210, 4
1001, 1395424719, 15802, 8822, 2010, 8830, 8786, 11
1002, 1617013374, 14684, 8826, 2011, 8830, 8786, 11
1003, 692958858, 15114, 8822, 1005, 8828, 8806, 7
1004, 4631524166, 15578, 8822, 1006, 8828, 8806, 7
1005, 468420365, 14447, 8826, 2018, 8830, 8786, 11
1006, 4105491238, 14578, 8822, 1008, 8828, 8806, 7
1007, 42472364, 13614, 6234, 1008, 6238, 6210, 4
1008, 5649808250, 14893, 6214, 1009, 6218, 6192, 3
1009, 5684326578, 14920, 8826, 2026, 8830, 8786, 11
1010, 25365521, 13220, 8822, 1012, 8828, 8806, 7
1011, 1176048607, 15391, 8826, 2030, 8830, 8786, 11
1012, 294047389, 14386, 8826, 2031, 8830, 8786, 11
1013, 101479362, 14930, 8826, 2033, 8830, 8786, 11
1014, 150334482, 14218, 8826, 2036, 8830, 8786, 11
1015, 266556536, 13924, 8822, 1017, 8828, 8806, 7
1016, 1076662808, 14457, 6234, 1017, 6238, 6210, 4
1017, 2824435442, 15112, 8826, 2042, 8830, 8786, 11
1018, 2826841478, 15398, 8826, 2044, 8830, 8786, 11
1019, 5588488, 14253, 8826, 2046, 8830, 8786, 11
1020, 579457084, 14266, 8826, 2047, 8830, 8786, 11
1021, 3213998752, 14702, 6214, 1022, 6218, 6192, 3
1022, 365822735, 14854, 8822, 1024, 8828, 8806, 7
1023, 401075717, 14318, 8822, 1025, 8828, 8806, 7
1024, 335041021, 14869, 8822, 1026, 8828, 8806, 7
1025, 632297233, 14202, 8822, 1027, 8828, 8806, 7
1026, 526962314, 14447, 8826, 2060, 8830, 8786, 11
1027, 3255006539, 14900, 8826, 2061, 8830, 8786, 11
1028, 35203276, 13990, 8826, 2063, 8830, 8786, 11
1029, 216840927, 14570, 6238, 1030, 6238, 6210, 4
1030, 1183185007, 14822, 8826, 2068, 8830, 8786, 11
1031, 4608652, 13620, 6238, 1032, 6238, 6210, 4
1032, 917322773, 14838, 8826, 2072, 8830, 8786, 11
1033, 607358905, 14614, 8822, 1035, 8828, 8806, 7
1034, 533073942, 14702, 8826, 2076, 8830, 8786, 11
1035, 2599537533, 15730, 8822, 1037, 8828, 8806, 7
1036, 496999947, 15258, 8822, 1038, 8828, 8806, 7
1037, 24574228, 13939, 6238, 1038, 6238, 6210, 4
1038, 2579741414, 15130, 8822, 1040, 8828, 8806, 7
1039, 1635106513, 15122, 8826, 2085, 8830, 8786, 11
1040, 63705885, 13966, 6238, 1041, 6238, 6210, 4
1041, 929959751, 14866, 8826, 2089, 8830, 8786, 11
1042, 997671606, 14868, 8822, 1044, 8828, 8806, 7
1043, 111744479, 14116, 8826, 2093, 8830, 8786, 11
1044, 722125011, 14548, 8826, 2096, 8830, 8786, 11
1045, 547483225, 14862, 8822, 1047, 8828, 8806, 7
1046, 200991955, 14491, 8822, 1048, 8828, 8806, 7
1047, 559508096, 14538, 8822, 1049, 8828, 8806, 7
1048, 634642735, 15018, 8826, 2104, 8830, 8786, 11
1049, 141269454, 14457, 8826, 2105, 8830, 8786, 11
1050, 491538864, 14842, 8822, 1052, 8828, 8806, 7
1051, 122103306, 14836, 8826, 2110, 8830, 8786, 11
1052, 333600135, 15238, 8822, 1054, 8828, 8806, 7
1053, 1084504609, 14966, 8826, 2114, 8830, 8786, 11
1054, 328383153, 14822, 8822, 1056, 8828, 8806, 7
1055, 617922266, 14738, 8826, 2117, 8830, 8786, 11
1056, 599917058, 15086, 8826, 2119, 8830, 8786, 11
1057, 57832625, 14298, 8822, 1059, 8828, 8806, 7
1058, 34705522, 13982, 8826, 2123, 8830, 8786, 11
1059, 328650027, 15396, 8822, 1061, 8828, 8806, 7
1060, 155353770, 15050, 8498, 2125, 8534, 8474, 12
1061, 1102710823, 15278, 8826, 2130, 8830, 8786, 11
1062, 214074865, 14871, 8530, 17045, 8578, 8480, 39
1063, 211712812, 15102, 8498, 2129, 8530, 8494, 9
1064, 1163100974, 15593, 8826, 2135, 8830, 8786, 11
1065, 28399113, 15242, 6218, 1066, 6218, 6192, 3
1066, 100498709, 15146, 8534, 5339, 8572, 8514, 20
1067, 341124142, 15391, 8822, 1069, 8828, 8806, 7
1068, 51707302, 15330, 8570, 1071, 8574, 8540, 7
1069, 159519796, 15034, 8826, 2146, 8830, 8786, 11
1070, 365838719, 15122, 8822, 1072, 8828, 8806, 7
1071, 257619837, 15306, 8562, 1072, 8566, 8554, 4
1072, 997452914, 15430, 8826, 2152, 8830, 8786, 11
1073, 127949724, 15467, 8822, 1075, 8828, 8806, 7
1074, 726558187, 15138, 8634, 1077, 8634, 8608, 8
1075, 41447204, 14622, 8630, 4305, 8654, 8604, 12
1076, 937291127, 15391, 6238, 1077, 6238, 6210, 4
1077, 196457691, 14780, 8826, 2162, 8830, 8786, 11
1078, 365984771, 15116, 8826, 2164, 8830, 8786, 11
1079, 41271712, 14302, 8826, 2165, 8830, 8786, 11
1080, 705379247, 15508, 8826, 2168, 8830, 8786, 11
1081, 439558614, 15422, 8822, 1083, 8828, 8806, 7
1082, 307076279, 14836, 8718, 65037, 8830, 8626, 91
1083, 17071097, 14549, 8822, 1085, 8828, 8806, 7
1084, 1016252986, 15990, 8826, 2176, 8830, 8786, 11
1085, 347989909, 15122, 8822, 1087, 8828, 8806, 7
1086, 139913903, 14787, 8728, 1087, 8728, 8700, 3
1087, 10634091, 13931, 8826, 2182, 8830, 8786, 11
1088, 251923475, 15306, 8822, 1090, 8828, 8806, 7
1089, 351329195, 14894, 8826, 2186, 8830, 8786, 11
1090, 161288511, 14908, 8826, 2188, 8830, 8786, 11
1091, 790921046, 15274, 6238, 1092, 6238, 6210, 4
1092, 1544670624, 15380, 8826, 2192, 8830, 8786, 11
1093, 309181301, 14890, 8822, 1095, 8828, 8806, 7
1094, 980841549, 15326, 8822, 1096, 8828, 8806, 7
1095, 11691323, 14236, 8826, 2197, 8830, 8786, 11
1096, 4639982727, 15542, 8826, 2200, 8830, 8786, 11
1097, 850950914, 15474, 8826, 1101, 8834, 8786, 11
1098, 238624360, 15162, 8826, 2203, 8830, 8786, 11
1099, 1178633264, 15298, 8826, 1103, 8830, 8786, 8
1100, 3078229360, 15931, 7558, 1101, 7558, 7546, 5
1101, 1833107544, 15404, 9032, 1102, 9032, 9028, 2
1102, 86914677, 15698, 8824, 2206, 8828, 8814, 5
1103, 439261691, 15336, 8824, 1005, 8824, 8824, 1
1104, 3076848969, 16316, 8872, 1105, 8872, 8868, 2
1105, 1297633054, 15945, 6238, 1106, 6238, 6210, 4
1106, 2138913983, 15802, 6238, 1107, 6238, 6210, 4
1107, 1445039309, 15452, 8872, 1108, 8872, 8868, 2
1108, 2757723188, 16246, 8872, 1109, 8872, 8868, 2
1109, 2788206437, 15971, 6238, 1110, 6238, 6210, 4
1110, 717651701, 15970, 8958, 2227, 8958, 8906, 16
1111, None, None, None, None, None, None, None
1112, 7528424836, 16438, 8958, 2231, 8958, 8906, 16
1113, None, None, None, None, None, None, None
1114, 634770809, 15541, 9402, 1115, 9406, 9394, 4
1115, None, None, None, None, None, None, None
1116, 717257459, 15538, 6238, 1117, 6238, 6210, 4
1117, 2280614230, 15706, 8936, 2042, 8936, 8936, 1
1118, 739827892, 16286, 6238, 1119, 6238, 6210, 4
1119, 5793413180, 16446, 6238, 1120, 6238, 6210, 4
1120, 3603188487, 16768, 6238, 1121, 6238, 6210, 4
1121, 1660082570, 15758, 9058, 3371, 9076, 9036, 16
1122, 485036915, 15874, 6238, 1123, 6238, 6210, 4
1123, None, None, None, None, None, None, None
1124, 4518049261, 16173, 6238, 1125, 6238, 6210, 4
1125, 3103186640, 16718, 6238, 1126, 6238, 6210, 4
1126, 2322826024, 16393, 9402, 1127, 9406, 9394, 4
1127, 3635891735, 16108, 9402, 1128, 9406, 9394, 4
1128, 1142554393, 15971, 7558, 1129, 7558, 7546, 5
1129, 2413290151, 16888, 9074, 1133, 9076, 9042, 10
1130, None, None, None, None, None, None, None
1131, 182413128, 15866, 6238, 1132, 6238, 6210, 4
1132, 2096960484, 15989, 6238, 1133, 6238, 6210, 4
1133, 3620902430, 16694, 6238, 1134, 6238, 6210, 4
1134, 1228703582, 16399, 6238, 1135, 6238, 6210, 4
1135, None, None, None, None, None, None, None
1136, 5954035629, 16902, 6238, 1137, 6238, 6210, 4
1137, None, None, None, None, None, None, None
1138, 4665446640, 16634, 9402, 1139, 9406, 9394, 4
1139, None, None, None, None, None, None, None
1140, 4534606570, 16870, 9402, 1141, 9406, 9394, 4
1141, None, None, None, None, None, None, None
1142, None, None, None, None, None, None, None
1143, None, None, None, None, None, None, None
1144, 6711154875, 16903, 6238, 1145, 6238, 6210, 4
1145, 8123680692, 17461, 9402, 1146, 9406, 9394, 4
1146, 3399965523, 16462, 6238, 1147, 6238, 6210, 4
1147, 5065813190, 16508, 9402, 1148, 9406, 9394, 4
1148, None, None, None, None, None, None, None
1149, 326452594, 16634, 7558, 1150, 7558, 7546, 5
1150, 645012548, 16496, 9402, 1151, 9406, 9394, 4
1151, 244464491, 15755, 9402, 1152, 9406, 9394, 4
1152, 3752804277, 16716, 9402, 1153, 9406, 9394, 4
1153, None, None, None, None, None, None, None
1154, 8339101947, 16888, 9402, 1155, 9406, 9394, 4
1155, 749595007, 15909, 6238, 1156, 6238, 6210, 4
1156, 531501170, 16286, 9402, 1157, 9406, 9394, 4
1157, 300903206, 15966, 9402, 1158, 9406, 9394, 4
1158, 1940703763, 16958, 7558, 1159, 7558, 7546, 5
1159, 1128651887, 17146, 9402, 1160, 9406, 9394, 4
